Arnold Sommerfeld,Walther Kossel
Arnold Sommerfeld,Adolf Kratzer
Arnold Sommerfeld,Alfred Landé
Arnold Sommerfeld,Otto Laporte
Arnold Sommerfeld,Wilhelm Lenz
Arnold Sommerfeld,Rudolf Peierls
Arnold Sommerfeld,Walter Rogowski
Arnold Sommerfeld,Rudolf Seeliger
Arnold Sommerfeld,Heinrich Welker
Arnold Sommerfeld,Gregor Wentzel
Arnold Sommerfeld,Hermann Brück
Arnold Sommerfeld,Karl Meissner
Arnold Sommerfeld,Ernst C. Stückelberg
Arnold Sommerfeld,Eugene Feenberg
Arnold Sommerfeld,Max von Laue
Alexander Weinstein,Ruth M. Davis
Kurt Reidemeister,Günter Hotz
Kurt Reidemeister,Heiner Zieschang
Heinrich Behnke,Friedrich Hirzebruch
Heinrich Behnke,Hans Grauert
Arthur Herbert Copeland,Ronald Getoor
Arthur Herbert Copeland,Howard Raiffa
Reinhold Baer,Bernd Fischer
Reinhold Baer,Grace Bates
Salomon Bochner,Richard Askey
Salomon Bochner,Eugenio Calabi
Salomon Bochner,Jeff Cheeger
Salomon Bochner,M. T. Cheng
Salomon Bochner,Charles L. Dolph
Salomon Bochner,Hillel Furstenberg
Salomon Bochner,Robert Gunning
Salomon Bochner,Israel Halperin
Salomon Bochner,Sigurdur Helgason
Salomon Bochner,Carl Herz
Salomon Bochner,Gilbert Hunt
Salomon Bochner,Samuel Karlin
Salomon Bochner,Anthony Knapp
Salomon Bochner,Paco Lagerstrom
Salomon Bochner,Lynn Loomis
Salomon Bochner,Harry Rauch
Salomon Bochner,Herbert Scarf
Salomon Bochner,William A. Veech
Salomon Bochner,Gerard Washnitzer
Richard Brauer,R. H. Bruck
Richard Brauer,S. A. Jennings
Richard Brauer,Peter Landrock
Richard Brauer,D. J. Lewis
Richard Brauer,J. Carson Mark
Richard Brauer,Cecil J. Nesbitt
Richard Brauer,Donald S. Passman
Richard Brauer,Ralph Stanton
Richard Brauer,Robert Steinberg
Richard Brauer,R. H. Bruck
Richard Brauer,Richard Hubert Bruck
Lothar Collatz,Frank Natterer
Eberhard Hopf,Albert Schaeffer
Heinz Hopf,Beno Eckmann
Heinz Hopf,Hans Freudenthal
Heinz Hopf,Werner Gysin
Heinz Hopf,Friedrich Hirzebruch
Heinz Hopf,Michel Kervaire
Heinz Hopf,Willi Rinow
Heinz Hopf,Hans Samelson
Heinz Hopf,Ernst Specker
Heinz Hopf,Eduard Stiefel
Heinz Hopf,James J. Stoker
Heinz Hopf,Alice Roth
Martin Kneser,Hans-Volker Niemeier
Martin Kneser,Albrecht Pfister
Martin Kneser,Ulrich Stuhler
Stefan Banach,Stanisław Mazur
Aleksander Rajchman,Antoni Zygmund
Aleksander Rajchman,Zygmunt Zalcwasser
Shokichi Iyanaga,Goro Azumaya
Shokichi Iyanaga,Akio Hattori
Shokichi Iyanaga,Yasutaka Ihara
Shokichi Iyanaga,Kiyoshi Itō
Shokichi Iyanaga,Kenkichi Iwasawa
Shokichi Iyanaga,Kunihiko Kodaira
Shokichi Iyanaga,Michio Kuga
Shokichi Iyanaga,Takashi Ono
Shokichi Iyanaga,Mikio Sato
Shokichi Iyanaga,Michio Suzuki
Shokichi Iyanaga,Gaisi Takeuti
Shokichi Iyanaga,Tsuneo Tamagawa
Shokichi Iyanaga,Hidehiko Yamabe
Shokichi Iyanaga,Nobuo Yoneda
Shokichi Iyanaga,Kiyosi Itô
Kenjiro Shoda,Yozo Matsushima
Lazarus Fuchs,Ernst Zermelo
Lazarus Fuchs,Gerhard Hessenberg
Lazarus Fuchs,Edmund Landau
Lazarus Fuchs,Hermann Schapira
Lazarus Fuchs,Ludwig Schlesinger
Lazarus Fuchs,Issai Schur
Lazarus Fuchs,Theodor Vahlen
Hermann Schwarz,Ernst Zermelo
Hermann Schwarz,Lipót Fejér
Hermann Schwarz,Harris Hancock
Hermann Schwarz,Gerhard Hessenberg
Hermann Schwarz,Paul Koebe
Hermann Schwarz,Leon Lichtenstein
Hermann Schwarz,Heinrich Maschke
Hermann Schwarz,Robert Remak
Hermann Schwarz,Theodor Vahlen
Alexandre Chorin,Phillip Colella
Alexandre Chorin,Charles S. Peskin
Alexandre Chorin,James Sethian
Kurt Otto Friedrichs,Cathleen Synge Morawetz
Kurt Otto Friedrichs,Wolfgang R. Wasow
Kurt Otto Friedrichs,Chia-Kun Chu
Kurt Otto Friedrichs,Eugene Isaacson
Kurt Otto Friedrichs,Peter Lax
Kurt Otto Friedrichs,Leonard Sarason
Kurt Otto Friedrichs,Cathleen Morawetz
Louis Nirenberg,Sergiu Klainerman
Louis Nirenberg,Walter Craig
Louis Nirenberg,Peter B. Gilkey
Louis Nirenberg,Djairo Guedes de Figueiredo
Louis Nirenberg,YanYan Li
Louis Nirenberg,Chang-Shou Lin
Louis Nirenberg,Wei-Ming Ni
Louis Nirenberg,Martin Schechter
Louis Nirenberg,Gabriella Tarantello
Joseph B. Keller,L. Mahadevan
Joseph B. Keller,Herbert Bishop Keller
Joseph B. Keller,George C. Papanicolaou
John M. Greene,Robert Sinclair MacKay
St. John's College,Steven Orszag
Cambridge U.,Steven Orszag
England,Steven Orszag
Pafnuty Chebyshev,Andrei Markov
Pafnuty Chebyshev,Dmitry Grave
Pafnuty Chebyshev,Aleksandr Korkin
Pafnuty Chebyshev,Aleksandr Lyapunov
Pafnuty Chebyshev,Vladimir Andreevich Markov
Pafnuty Chebyshev,Konstantin Posse
Abram Besicovitch,Joseph Gillis
Abram Besicovitch,Patrick Moran
Abram Besicovitch,Gholamhossein Mosaheb
Abram Besicovitch,P.A.P. Moran
Nikolai Günther,Sergei Sobolev
Veniamin Kagan,Viktor Wagner
Veniamin Kagan,Isaak Yaglom
J. V. Uspensky,Carl D. Olds
J. V. Uspensky,Ivan Vinogradov
J. V. Uspensky,Rodion Kuzmin
Georgy Voronoy,Wacław Sierpiński
Georgy Voronoy,Boris Delaunay
Jacob T. Schwartz,Jerry Hobbs
Jacob T. Schwartz,Ken Kennedy
Jacob T. Schwartz,Robert Kupperman
Jacob T. Schwartz,Stanley Osher
Jacob T. Schwartz,Gian-Carlo Rota
Jacob T. Schwartz,Shmuel Winograd
Tom Apostol,Basil Gordon
Tom Apostol,Abe Sklar
Harold Stark,Jeffrey Hoffstein
Harold Stark,Jeffrey Lagarias
Harold Stark,M. Ram Murty
Harold Stark,Andrew Odlyzko
Jacob David Tamarkin,Rose Sedgewick
Jacob David Tamarkin,Dorothy Bernstein
Jacob David Tamarkin,Nelson Dunford
Jacob David Tamarkin,George Forsythe
Jacob David Tamarkin,Margaret Gurney
Jacob David Tamarkin,Derrick Lehmer
Abraham Taub,Gene H. Golub
Abraham Taub,C. William Gear
Abraham Taub,Gene Golub
Dianne O'Leary,Misha Kilmer
Dianne O'Leary,Tamara G. Kolda
Beresford N. Parlett,Inderjit Dhillon
Beresford N. Parlett,Anne Greenbaum
James W. Demmel,Inderjit Dhillon
James W. Demmel,Sherry Li
Beresford Neill Parlett,Anne Greenbaum
Beresford Neill Parlett,Inderjit Dhillon
Harry Kesten,Maury Bramson
William LeVeque,Underwood Dudley
Julius Plücker,C. Felix Klein
Julius Plücker,Felix Klein
Julius Plücker,August Beer
Rudolf Lipschitz,C. Felix Klein
Rudolf Lipschitz,Felix Klein
Ludwig Bieberbach,Heinz Hopf
Ludwig Bieberbach,Werner Fenchel
Ludwig Bieberbach,Maximilian Herzberger
Ludwig Bieberbach,Kurt Schröder
Ludwig Bieberbach,Wilhelm Süss
Maxime Bôcher,William Brenke
Maxime Bôcher,David R. Curtiss
Maxime Bôcher,Griffith C. Evans
Maxime Bôcher,Lester R. Ford
Maxime Bôcher,Walter B. Ford
Maxime Bôcher,James W. Glover
Maxime Bôcher,Charles N. Moore
Maxime Bôcher,William H. Roever
Maxime Bôcher,Joseph L. Walsh
Maxime Bôcher,Joseph L. Walsh
Oskar Bolza,Gilbert Ames Bliss
Oskar Bolza,Arnold Dresden
Oskar Bolza,John Irwin Hutchinson
Oskar Bolza,Buz M. Walker
Oskar Bolza,Gilbert Bliss
Frank Nelson Cole,Eric Temple Bell
Frank Nelson Cole,George Abram Miller
Philipp Furtwängler,Wolfgang Gröbner
Philipp Furtwängler,Nikolaus Hofreiter
Philipp Furtwängler,Henry Mann
Philipp Furtwängler,Otto Schreier
Philipp Furtwängler,Olga Taussky-Todd
Mellen Haskell,Benjamin A. Bernstein
Mellen Haskell,Annie Biddle
Mellen Haskell,Charles H. Smiley
Adolf Hurwitz,L. Gustave du Pasquier
Edward Kasner,Rufus Isaacs
Edward Kasner,Joseph Ritt
Edward Kasner,Jesse Douglas
Edward Kasner,Edna Kramer
Edward Kasner,Joseph Fels Ritt
Alexander Ostrowski,Theodore Motzkin
Alexander Ostrowski,Walter Gautschi
Alexander Ostrowski,Stefan E. Warschawski
Julio Rey Pastor,Alberto Gonzalez Dominguez
Julio Rey Pastor,Sixto Ríos
Gustav A. Bauer,Martin Kutta
Constantin Carathéodory,Paul Finsler
Constantin Carathéodory,Hans Rademacher
Constantin Carathéodory,Georg Aumann
Constantin Carathéodory,Hermann Boerner
Constantin Carathéodory,Ernst Peschl
Constantin Carathéodory,Wladimir Seidel
Constantin Carathéodory,Nazım Terzioğlu
Dénes Kőnig,Tibor Gallai
Werner Heisenberg,Felix Bloch
Werner Heisenberg,Edward Teller
Werner Heisenberg,Rudolf E. Peierls
Werner Heisenberg,Reinhard Oehme
Werner Heisenberg,Friedwardt Winterberg
Werner Heisenberg,Șerban Țițeica
Werner Heisenberg,Ivan Supek
Werner Heisenberg,Erich Bagge
Werner Heisenberg,Hermann Arthur Jahn
Werner Heisenberg,Hans Heinrich Euler
Werner Heisenberg,Rudolf Peierls
Werner Heisenberg,Rudolph E. Peierls
Wolfgang Pauli,Nicholas Kemmer
Wolfgang Pauli,José Leite Lopes
Wolfgang Pauli,Felix Villars
Wolfgang Pauli,Sigurd Zienau
Peter Debye,Lars Onsager
Peter Debye,Paul Scherrer
Peter Debye,George K. Fraenkel
Peter Debye,Fritz Zwicky
Hans Bethe,Michel Baranger
Hans Bethe,David B. Beard
Hans Bethe,Peter A. Carruthers
Hans Bethe,Ajoy Ghatak
Hans Bethe,Jeffrey Goldstone
Hans Bethe,Roman Jackiw
Hans Bethe,Robert Eugene Marshak
Hans Bethe,Walter McAfee
Hans Bethe,Michael Nauenberg
Hans Bethe,John W. Negele
Hans Bethe,Mark Nelkin
Hans Bethe,Ramamurti Rajaraman
Hans Bethe,J. J. Sakurai
Hans Bethe,Gordon Shaw
Hans Bethe,David J. Thouless
Hans Bethe,David Thouless
Ernst Guillemin,Robert Fano
Ernst Guillemin,Thomas Stockham
Ernst Guillemin,William Linvill
Ernst Guillemin,Samuel J. Mason
Herbert Fröhlich,Sebastian Doniach
Herbert Fröhlich,Sigurd Zienau
Karl Herzfeld,John Archibald Wheeler
Karl Herzfeld,Walter Heitler
Rudolf Peierls,Fred Hoyle
Rudolf Peierls,E. E. Salpeter
Rudolf Peierls,Gerald E. Brown
Rudolf Peierls,Walter Marshall
Rudolf Peierls,James S. Langer
Rudolf Peierls,John Stewart Bell
Rudolf Peierls,Stanley Mandelstam
Rudolf Peierls,Gerald Edward Brown
Walter Rogowski,Rolf Widerøe
Gregor Wentzel,Valentine Bargmann
Gregor Wentzel,Markus Fierz
Gregor Wentzel,Res Jost
Gregor Wentzel,Nicholas Kemmer
Gregor Wentzel,Felix Villars
Ernst C. Stückelberg,Marcel Guénin
Ernst C. Stückelberg,Constantin Piron
Ernst C. Stückelberg,André Petermann
Eugene Feenberg,Woo Chia-wei
Eugene Feenberg,John Walter Clark
Eugene Feenberg,Walter E. Massey
Howard Raiffa,Gordon M. Kaufman
Howard Raiffa,Robert B. Wilson
Erich Kamke,Wolfgang Walter
Erich Kamke,Karl Longin Zeller
Erich Kamke,Harro Heuser
Richard Askey,James A. Wilson
Eugenio Calabi,Xiu-Xiong Chen
Jeff Cheeger,Christina Sormani
Hillel Furstenberg,Alexander Lubotzky
Hillel Furstenberg,Vitaly Bergelson
Hillel Furstenberg,Shahar Mozes
Hillel Furstenberg,Yuval Peres
Hillel Furstenberg,Tamar Ziegler
Israel Halperin,George Elliott
Samuel Karlin,Christopher Burge
Samuel Karlin,Thomas Liggett
Samuel Karlin,John W. Pratt
Samuel Karlin,Stephen M. Samuels
Paco Lagerstrom,Julian Cole
Paco Lagerstrom,Athanassios S. Fokas
Paco Lagerstrom,Milton Van Dyke
Paco Lagerstrom,Saul Kaplun 
Herbert Scarf,Duncan K. Foley
Herbert Scarf,Donald Iglehart
Herbert Scarf,Timothy Kehoe
Herbert Scarf,Rolf Mantel
Herbert Scarf,Frank Proschan
Herbert Scarf,John Shoven
Herbert Scarf,Ludo Van der Heyden
Herbert Scarf,Menahem Yaari
Issai Schur,Richard Brauer
Issai Schur,Eberhard Hopf
Issai Schur,Robert Frucht
Issai Schur,Maximilian Herzberger
Issai Schur,Bernhard Neumann
Issai Schur,Rose Peltesohn
Issai Schur,Heinz Prüfer
Issai Schur,Richard Rado
Issai Schur,Isaac Jacob Schoenberg
Issai Schur,Arnold Scholz
Issai Schur,Wilhelm Specht
Issai Schur,Wolfgang Hahn
Issai Schur,Richard Dagobert Brauer
R. H. Bruck,George I. Glauberman
R. H. Bruck,Michael G. Aschbacher
R. H. Bruck,Sue Whitesides
Peter Landrock,Ivan Damgård
Alfred Klose,Lothar Collatz
Beno Eckmann,Alfred Aeppli
Beno Eckmann,Erwin Bolthausen
Beno Eckmann,Alfred Frölicher
Beno Eckmann,Hans Grauert
Beno Eckmann,Peter J. Huber
Beno Eckmann,Michel Kervaire
Beno Eckmann,Ernst Specker
Beno Eckmann,Urs Stammbach
Friedrich Hirzebruch,Egbert Brieskorn
Friedrich Hirzebruch,Detlef Gromoll
Friedrich Hirzebruch,Matthias Kreck
Friedrich Hirzebruch,Winfried Scharlau
Friedrich Hirzebruch,Friedhelm Waldhausen
Friedrich Hirzebruch,Don Bernard Zagier
Friedrich Hirzebruch,Lothar Göttsche
Friedrich Hirzebruch,Don Zagier
Michel Kervaire,Eva Bayer-Fluckiger
Michel Kervaire,Frank Quinn
Hans Samelson,Allen Hatcher
Hans Samelson,Roger W. Richardson
Eduard Stiefel,Corrado Böhm
Eduard Stiefel,Werner Gysin
Eduard Stiefel,Peter Henrici
Eduard Stiefel,Peter K. Henrici
James J. Stoker,Louis Nirenberg
James J. Stoker,Jean Van Heijenoort
James J. Stoker,Eli Turkel
Kazimierz Twardowski,Stefan Banach
Kazimierz Twardowski,Kazimierz Ajdukiewicz
Kazimierz Twardowski,Tadeusz Kotarbiński
Kazimierz Twardowski,Stanisław Leśniewski
Kazimierz Twardowski,Jan Łukasiewicz
Kazimierz Twardowski,Bronislaw Bandrowski
Kazimierz Twardowski,Władysław Witwicki
Antoni Zygmund,Alberto Calderón
Antoni Zygmund,Elias M. Stein
Antoni Zygmund,Paul Cohen
Antoni Zygmund,Elias Stein
Antoni Zygmund,Paul Cohen
Yasutaka Ihara,Kazuya Kato
Kiyoshi Itō,Shinzo Watanabe
Kenkichi Iwasawa,Yasutaka Ihara
Kenkichi Iwasawa,Robert F. Coleman
Kenkichi Iwasawa,Ralph Greenberg
Kenkichi Iwasawa,Eugene M. Luks
Kenkichi Iwasawa,Gustave Solomon
Kenkichi Iwasawa,Larry Washington
Kunihiko Kodaira,"Walter Lewis Baily, Jr."
Kunihiko Kodaira,Shigeru Iitaka
Kunihiko Kodaira,Yoichi Miyaoka
Michio Kuga,Stephen S. Kudla
Mikio Sato,Masaki Kashiwara
Mikio Sato,Takahiro Kawai
Michio Suzuki,Anne Street
Michio Suzuki,Tuval Foguel
Karl Weierstraß,Lazarus Fuchs
Karl Weierstraß,Nikolai Bugaev
Karl Weierstraß,Georg Cantor
Karl Weierstraß,Georg Frobenius
Karl Weierstraß,Wilhelm Killing
Karl Weierstraß,Leo Königsberger
Karl Weierstraß,Sofia Kovalevskaya
Karl Weierstraß,Mathias Lerch
Karl Weierstraß,Hans von Mangoldt
Karl Weierstraß,Eugen Netto
Karl Weierstraß,Adolf Piltz
Karl Weierstraß,Carl Runge
Karl Weierstraß,Arthur Schoenflies
Karl Weierstraß,Friedrich Schottky
Karl Weierstraß,Hermann Schwarz
Karl Weierstraß,Ludwig Stickelberger
Karl Weierstraß,Ernst Kötter
Edmund Landau,Alexander Ostrowski
Edmund Landau,Erich Kamke
Edmund Landau,Binyamin Amirà
Edmund Landau,Paul Bernays
Edmund Landau,Harald Bohr
Edmund Landau,Gustav Doetsch
Edmund Landau,Hans Heilbronn
Edmund Landau,Grete Hermann
Edmund Landau,Dunham Jackson
Edmund Landau,Aubrey Kempner
Edmund Landau,Carl Ludwig Siegel
Edmund Landau,Arnold Walfisz
Edmund Landau,Vojtěch Jarník
Karl Weierstrass,Hermann Schwarz
Karl Weierstrass,Nikolai Bugaev
Karl Weierstrass,Georg Cantor
Karl Weierstrass,Georg Frobenius
Karl Weierstrass,Lazarus Fuchs
Karl Weierstrass,Wilhelm Killing
Karl Weierstrass,Leo Königsberger
Karl Weierstrass,Sofia Kovalevskaya
Karl Weierstrass,Mathias Lerch
Karl Weierstrass,Hans von Mangoldt
Karl Weierstrass,Eugen Netto
Karl Weierstrass,Adolf Piltz
Karl Weierstrass,Carl Runge
Karl Weierstrass,Arthur Schoenflies
Karl Weierstrass,Friedrich Schottky
Karl Weierstrass,Ludwig Stickelberger
Karl Weierstrass,Ernst Kötter
Karl Weierstrass,Hans Carl Friedrich von Mangoldt
Karl Weierstrass,Ferdinand Georg Frobenius
Ernst Kummer,Hermann Schwarz
Ernst Kummer,Gotthold Eisenstein
Ernst Kummer,Georg Frobenius
Ernst Kummer,Lazarus Fuchs
Ernst Kummer,Wilhelm Killing
Ernst Kummer,Adolf Kneser
Ernst Kummer,Franz Mertens
Ernst Kummer,Georg Cantor
Ernst Kummer,Hans Carl Friedrich von Mangoldt
Ernst Kummer,Adolf Piltz
Ernst Kummer,Friedrich Prym
Ernst Kummer,Nikolai Bugaev
Ernst Kummer,Leo Königsberger
Ernst Kummer,Hans von Mangoldt
Ernst Kummer,Carl Runge
Ernst Kummer,Arthur Schoenflies
Ernst Kummer,Ferdinand Georg Frobenius
Lipót Fejér,Paul Erdős
Lipót Fejér,John von Neumann
Lipót Fejér,George Pólya
Lipót Fejér,Tibor Radó
Lipót Fejér,László Kalmár
Lipót Fejér,Marcel Riesz
Lipót Fejér,John Horvath
Lipót Fejér,Gábor Szegő
Lipót Fejér,Michael Fekete
Lipót Fejér,János Aczél
Lipót Fejér,Steven Gaal
Lipót Fejér,Pál Turán
Paul Koebe,Georg Feigl
Paul Koebe,C. Herbert Grötzsch
